seller_state,product_category_name,total_orders,total_items,total_sales,avg_order_value
MG,moveis_sala,3,3,6.611920059773969,5.513307771105859
MG,bebidas,1,2,4.11251186617755,3.4193646856176043
MG,Unknown,2,2,5.473530384104697,4.780383203544751
MG,consoles_games,2,2,5.735959206351422,5.042812025791477
MG,eletrodomesticos,1,1,3.7936898184662815,3.7936898184662815
MG,cool_stuff,2,2,5.762491537470215,5.069344356910269
MG,fashion_bolsas_e_acessorios,6,6,5.9659159432616065,4.174156474033552
MG,cama_mesa_banho,2,2,5.2703293300078675,4.577182149447922
MG,esporte_lazer,1,1,5.0762981828955365,5.0762981828955365
MG,moveis_decoracao,1,1,4.4327197489894,4.4327197489894
MG,moveis_decoracao,1,1,5.396351106819402,5.396351106819402
MG,moveis_decoracao,2,2,4.864144094303128,4.170996913743183
MG,moveis_decoracao,1,1,5.6487277289070565,5.6487277289070565
MG,automotivo,1,1,7.111177639684111,7.111177639684111
MG,cool_stuff,2,2,5.505981731013787,4.812834550453841
MG,papelaria,1,1,4.305010592025198,4.305010592025198
MS,beleza_saude,2,2,6.037059134666374,5.343911954106429
PB,telefonia,2,3,5.59053911904185,4.49192683037374
PR,moveis_decoracao,1,2,4.188138441508461,3.4949912609485163
PR,bebes,1,1,4.862599215268851,4.862599215268851
PR,papelaria,1,1,3.8104331496665127,3.8104331496665127
PR,relogios_presentes,1,1,6.3901399908567305,6.3901399908567305
PR,esporte_lazer,1,1,4.414977734813568,4.414977734813568
PR,bebes,1,1,5.0388339484549345,5.0388339484549345
PR,bebes,1,1,3.9122229854308124,3.9122229854308124
PR,beleza_saude,1,1,5.8964393266988715,5.8964393266988715
PR,esporte_lazer,2,2,5.5221406867670035,4.828993506207058
PR,fashion_calcados,2,2,4.633174382397689,3.9400272018377436
PR,ferramentas_jardim,1,1,5.848171377281505,5.848171377281505
PR,malas_acessorios,1,1,6.100991371635224,6.100991371635224
PR,moveis_decoracao,1,1,5.403262796069531,5.403262796069531
PR,moveis_decoracao,2,2,5.739439151864236,5.04629197130429
PR,pet_shop,1,1,4.869455680633476,4.869455680633476
PR,esporte_lazer,1,1,5.68738205328842,5.68738205328842
PR,bebes,1,1,5.139145769652782,5.139145769652782
PR,climatizacao,3,3,5.423142216993466,4.324529928325356
PR,informatica_acessorios,1,1,5.2953630067216,5.2953630067216
PR,moveis_decoracao,1,2,4.858571324462998,4.165424143903053
PR,pet_shop,2,4,7.115614619563931,5.72932025844404
PR,eletronicos,2,2,6.401452743943731,5.708305563383786
PR,esporte_lazer,1,1,5.436556410771803,5.436556410771803
PR,cool_stuff,1,1,4.778114580969449,4.778114580969449
PR,moveis_cozinha_area_de_servico_jantar_e_jardim,2,2,4.6260506635674465,3.9329034830075016
PR,telefonia,1,1,3.2406373166497136,3.2406373166497136
PR,perfumaria,1,1,6.170300870860216,6.170300870860216
PR,informatica_acessorios,1,1,5.116435712982468,5.116435712982468
RJ,livros_interesse_geral,1,1,4.791151703613533,4.791151703613533
RJ,perfumaria,16,16,8.2276801103575,5.455091388117719
RJ,brinquedos,1,1,4.697567035254059,4.697567035254059
RJ,cool_stuff,2,2,6.664804350360466,5.971657169800521
RJ,moveis_decoracao,1,1,3.9400272018377436,3.9400272018377436
RJ,moveis_decoracao,1,1,3.892432355663142,3.892432355663142
RJ,pet_shop,3,3,5.354981213665578,4.256368924997469
RJ,utilidades_domesticas,1,1,3.4474446328274753,3.4474446328274753
RJ,perfumaria,1,1,2.9887076586170265,2.9887076586170265
RS,Unknown,1,1,3.5275363037051735,3.5275363037051735
RS,informatica_acessorios,2,4,5.466666765775108,4.0803724046552174
RS,esporte_lazer,1,1,4.45295097301058,4.45295097301058
RS,automotivo,1,1,3.872033997211783,3.872033997211783
RS,beleza_saude,1,1,4.614229030476437,4.614229030476437
RS,esporte_lazer,1,1,5.0023342690568695,5.0023342690568695
RS,market_place,1,1,5.330009813280526,5.330009813280526
RS,moveis_decoracao,1,1,3.967646909176143,3.967646909176143
RS,Unknown,1,3,4.860974519541849,3.7623622308737397
RS,automotivo,1,1,3.902982260775997,3.902982260775997
RS,bebes,1,1,3.7459684210980635,3.7459684210980635
RS,beleza_saude,2,2,5.682456687941449,4.9893095073815035
RS,eletronicos,1,1,4.601864728979365,4.601864728979365
RS,informatica_acessorios,8,8,6.999185213087984,4.919743671408148
RS,cool_stuff,1,1,6.159349056104167,6.159349056104167
RS,eletroportateis,1,1,5.837380531725267,5.837380531725267
RS,beleza_saude,6,6,6.0778486440652895,4.286089174837234
SC,esporte_lazer,1,1,3.367985247456042,3.367985247456042
SC,relogios_presentes,2,2,4.4985867005853075,3.8054395200253626
SC,esporte_lazer,8,8,6.699955901402527,4.620514359722691
SC,ferramentas_jardim,1,3,7.501358329205696,6.402746040537586
SC,pet_shop,2,2,5.633252708465673,4.940105527905729
SC,artes,1,1,3.77413929806476,3.77413929806476
SC,ferramentas_jardim,1,1,5.798031485559308,5.798031485559308
SC,moveis_decoracao,1,1,4.852811208902689,4.852811208902689
SC,bebes,1,1,4.121311010451915,4.121311010451915
SC,brinquedos,3,3,5.634968158655841,4.536355869987732
SC,esporte_lazer,3,3,5.977010590137832,4.878398301469722
SC,utilidades_domesticas,1,1,5.246392293683117,5.246392293683117
SC,livros_interesse_geral,1,1,4.867380592466203,4.867380592466203
SC,bebes,1,1,4.660983250807304,4.660983250807304
SC,beleza_saude,1,1,4.689603241962921,4.689603241962921
SC,utilidades_domesticas,5,5,6.872283529673884,5.262845617239784
SC,esporte_lazer,2,2,4.896495613354671,4.2033484327947255
SC,fashion_bolsas_e_acessorios,1,1,3.6699514442284173,3.6699514442284173
SC,fashion_roupa_masculina,2,3,5.273512247629066,4.174899958960956
SC,automotivo,1,1,4.165424143903053,4.165424143903053
SC,automotivo,1,2,5.902578687099541,5.2094315065395955
SP,brinquedos,1,1,5.191400084201959,5.191400084201959
SP,moveis_decoracao,1,1,3.6625354787743345,3.6625354787743345
SP,consoles_games,1,1,6.021993752142805,6.021993752142805
SP,moveis_decoracao,1,1,5.652875070715635,5.652875070715635
SP,brinquedos,1,1,3.9308447596687337,3.9308447596687337
SP,relogios_presentes,1,1,6.235762752494589,6.235762752494589
SP,esporte_lazer,2,2,5.366256349556229,4.673109168996284
SP,eletronicos,3,3,5.173150890255142,4.074538601587032
SP,beleza_saude,2,2,6.730982300318592,6.037835119758647
SP,automotivo,1,1,3.40684805317097,3.40684805317097
SP,ferramentas_jardim,1,1,4.173309766520395,4.173309766520395
SP,moveis_decoracao,2,3,5.3603057638821054,4.261693475213995
SP,utilidades_domesticas,1,1,3.916214210046614,3.916214210046614
SP,papelaria,4,4,5.96435025461641,4.578055893496519
SP,telefonia,1,1,4.837709458942664,4.837709458942664
SP,beleza_saude,2,2,4.830551232242493,4.137404051682548
SP,automotivo,1,1,5.885186944387672,5.885186944387672
SP,esporte_lazer,1,1,4.798514106063782,4.798514106063782
SP,Unknown,1,1,5.351858133476067,5.351858133476067
SP,beleza_saude,1,1,4.847488716688342,4.847488716688342
SP,esporte_lazer,1,1,4.886205215718078,4.886205215718078
SP,fashion_calcados,2,2,6.107000615779314,5.413853435219369
SP,telefonia,7,7,7.302590758900265,5.356680609844951
SP,automotivo,4,5,6.937770287825235,5.328332375391135
SP,consoles_games,1,1,4.234396317669857,4.234396317669857
SP,eletroportateis,1,1,6.626134797908952,6.626134797908952
SP,utilidades_domesticas,1,1,4.108576144468825,4.108576144468825
SP,utilidades_domesticas,1,3,5.069092863667825,3.9704805749997147
SP,cama_mesa_banho,3,3,6.235978124158384,5.137365835490274
SP,cama_mesa_banho,7,7,6.642356414770814,4.6964462657155
SP,cama_mesa_banho,2,2,5.335950281354887,4.642803100794942
SP,cama_mesa_banho,9,10,5.693799476602799,3.3912143836087534
SP,cama_mesa_banho,9,10,6.966882309379893,4.664297216385847
SP,cama_mesa_banho,1,2,5.540557413553235,4.8474102329932895
SP,cama_mesa_banho,4,6,6.498628475040981,4.706869005812925
SP,casa_conforto,1,1,4.651099117876491,4.651099117876491
SP,moveis_decoracao,1,1,4.104954741334116,4.104954741334116
SP,moveis_decoracao,3,3,5.266517053998239,4.167904765330129
SP,moveis_decoracao,5,6,6.798018534923331,5.006259065695277
SP,telefonia,1,2,4.803201036487226,4.110053855927281
SP,artes,1,1,4.187227556368814,4.187227556368814
SP,moveis_decoracao,1,1,5.56098927599565,5.56098927599565
SP,moveis_escritorio,3,4,6.532523502850729,5.146229141730839
SP,moveis_escritorio,9,11,7.4639022002073805,5.06600692740901
SP,eletroportateis,1,1,5.113793386198882,5.113793386198882
SP,Unknown,1,1,3.773220602547687,3.773220602547687
SP,agro_industria_e_comercio,1,1,3.597860055726768,3.597860055726768
SP,beleza_saude,1,1,4.7102506624385985,4.7102506624385985
SP,cool_stuff,1,1,4.605370165990758,4.605370165990758
SP,informatica_acessorios,3,3,5.600752574336657,4.502140285668547
SP,moveis_decoracao,1,1,4.31895370569792,4.31895370569792
SP,eletronicos,1,1,3.7125959807312525,3.7125959807312525
SP,brinquedos,1,1,4.300274132801623,4.300274132801623
SP,beleza_saude,1,1,4.182813210209709,4.182813210209709
SP,pet_shop,1,1,5.241958632878652,5.241958632878652
SP,utilidades_domesticas,1,1,3.8889590658295945,3.8889590658295945
SP,perfumaria,1,1,4.416911036527384,4.416911036527384
SP,bebes,1,1,4.261693475213995,4.261693475213995
SP,ferramentas_jardim,12,16,6.651507272019886,3.8789185497801055
SP,utilidades_domesticas,1,1,4.575844356606263,4.575844356606263
SP,Unknown,1,1,4.1675950239616935,4.1675950239616935
SP,casa_conforto,2,3,6.604241883157637,5.505629594489528
SP,informatica_acessorios,1,1,3.488597571942989,3.488597571942989
SP,utilidades_domesticas,2,4,5.318267041855657,3.9319726807357664
SP,fashion_calcados,1,1,4.477336814478207,4.477336814478207
SP,fashion_bolsas_e_acessorios,2,2,4.2381562642541795,3.5450090836942345
SP,cama_mesa_banho,12,14,7.530592649843975,4.891535320228717
SP,eletroportateis,3,3,6.676365319313952,5.577753030645842
SP,ferramentas_jardim,1,1,5.8139812669542765,5.8139812669542765
SP,instrumentos_musicais,1,1,3.481547734315814,3.481547734315814
SP,pet_shop,2,2,6.8292097832605405,6.136062602700595
SP,cama_mesa_banho,1,2,4.972310179774588,4.279162999214643
SP,moveis_decoracao,2,2,5.119728833343189,4.426581652783244
SP,moveis_decoracao,2,4,5.659342833224027,4.273048472104136
SP,alimentos,1,1,5.259628511932925,5.259628511932925
SP,esporte_lazer,1,1,3.7367167835280966,3.7367167835280966
SP,informatica_acessorios,1,1,5.587098834443118,5.587098834443118
SP,utilidades_domesticas,2,2,4.739613662537582,4.046466481977637
SP,beleza_saude,1,1,4.182508053051405,4.182508053051405
SP,esporte_lazer,5,5,6.856335660826602,5.2468977483925014
SP,papelaria,1,1,4.227563406008323,4.227563406008323
SP,telefonia,1,1,3.902174669373332,3.902174669373332
SP,perfumaria,1,1,5.7580496759291435,5.7580496759291435
SP,moveis_sala,2,6,6.64363347093937,4.851874001711314
SP,beleza_saude,1,1,4.73409096605493,4.73409096605493
SP,brinquedos,2,2,5.322619659071002,4.629472478511056
SP,perfumaria,3,3,5.871723345495433,4.773111056827323
SP,utilidades_domesticas,1,2,4.416911036527384,3.723763855967438
SP,esporte_lazer,3,3,5.786958729178144,4.688346440510034
SP,cama_mesa_banho,1,1,4.520156811661135,4.520156811661135
SP,malas_acessorios,6,6,7.604550796260842,5.812791327032787
SP,moveis_decoracao,1,1,4.540311613639595,4.540311613639595
SP,automotivo,1,1,5.3471075307174685,5.3471075307174685
SP,automotivo,1,4,4.642465970731788,3.2561716096118976
SP,beleza_saude,7,7,5.893769024634528,3.9478588755792154
SP,cama_mesa_banho,2,4,5.644527747438887,4.258233386318996
SP,moveis_decoracao,1,1,4.908307212994733,4.908307212994733
SP,perfumaria,3,4,5.714788353832735,4.328493992712844
SP,utilidades_domesticas,1,1,4.389002248410307,4.389002248410307
SP,cool_stuff,1,1,5.424024479170771,5.424024479170771
SP,informatica_acessorios,1,1,4.874510064192008,4.874510064192008
SP,informatica_acessorios,1,1,3.9693480720474157,3.9693480720474157
SP,pet_shop,1,2,4.109561528026961,3.4164143474670157
SP,tablets_impressao_imagem,1,1,4.734969623522936,4.734969623522936
SP,telefonia,3,3,5.301213169660063,4.202600880991953
SP,moveis_decoracao,1,1,3.944296565978442,3.944296565978442
SP,utilidades_domesticas,2,2,5.121162439705441,4.4280152591454955
SP,alimentos,1,1,3.6509179478268177,3.6509179478268177
SP,artes,1,1,4.91852000518845,4.91852000518845
SP,beleza_saude,3,4,4.951522029603749,3.5652276684838586
SP,cool_stuff,1,1,6.792725948397371,6.792725948397371
SP,moveis_decoracao,1,1,5.097913302203317,5.097913302203317
SP,beleza_saude,1,1,4.310664888188185,4.310664888188185
SP,consoles_games,1,1,4.121311010451915,4.121311010451915
SP,cool_stuff,1,1,4.701207374185033,4.701207374185033
SP,informatica_acessorios,3,3,5.137385412432552,4.038773123764443
SP,utilidades_domesticas,1,1,3.673765816303888,3.673765816303888
SP,Unknown,1,1,5.620799337041544,5.620799337041544
SP,Unknown,1,1,4.740312779930385,4.740312779930385
SP,alimentos_bebidas,1,1,3.492256112609122,3.492256112609122
SP,audio,1,1,3.827553848801696,3.827553848801696
SP,beleza_saude,2,2,6.434305719332102,5.741158538772156
SP,beleza_saude,4,4,5.135445433575395,3.7491510724555046
SP,beleza_saude,3,3,6.256306508777867,5.157694220109757
SP,beleza_saude,4,5,6.199981651560028,4.590543739125928
SP,brinquedos,4,4,5.489433471023487,4.103139109903596
SP,brinquedos,1,1,5.369195127181474,5.369195127181474
SP,brinquedos,1,1,5.051009188234529,5.051009188234529
SP,brinquedos,1,1,4.362588940781406,4.362588940781406
SP,cama_mesa_banho,2,3,5.982398575094235,4.883786286426125
SP,casa_construcao,2,2,5.728019699020247,5.034872518460301
SP,consoles_games,1,1,4.347564581118779,4.347564581118779
SP,cool_stuff,1,1,4.396299293960601,4.396299293960601
SP,cool_stuff,10,10,7.048751242248918,4.746166149254872
SP,cool_stuff,1,1,3.8651410195280156,3.8651410195280156
SP,cool_stuff,1,2,4.0472529546882505,3.3541057741283047
SP,eletrodomesticos,1,1,3.9891692146047997,3.9891692146047997
SP,eletronicos,1,1,4.02749225523426,4.02749225523426
SP,eletronicos,1,1,3.8188106237059674,3.8188106237059674
SP,eletroportateis,1,1,5.201586177588265,5.201586177588265
SP,esporte_lazer,2,2,5.091354695837631,4.398207515277686
SP,esporte_lazer,1,1,4.438170645291922,4.438170645291922
SP,esporte_lazer,4,7,7.2084004660256245,5.262490316970311
SP,esporte_lazer,1,1,4.667487492052953,4.667487492052953
SP,fashion_bolsas_e_acessorios,1,1,5.296816240421769,5.296816240421769
SP,fashion_bolsas_e_acessorios,1,1,3.7602694502006093,3.7602694502006093
SP,fashion_bolsas_e_acessorios,1,1,4.437461341561982,4.437461341561982
SP,fashion_bolsas_e_acessorios,6,6,6.0921240302071595,4.300364560979104
SP,fashion_roupa_masculina,1,2,4.367420482284519,3.674273301724574
SP,ferramentas_jardim,1,1,4.245204117951145,4.245204117951145
SP,ferramentas_jardim,1,3,5.25817222624361,4.159559937575501
SP,ferramentas_jardim,2,2,5.291040957577261,4.597893777017315
SP,informatica_acessorios,2,2,6.560309047742739,5.867161867182793
SP,informatica_acessorios,2,2,7.740681793070362,7.047534612510416
SP,informatica_acessorios,1,1,8.0203888090125,8.0203888090125
SP,informatica_acessorios,1,1,3.6485781573404106,3.6485781573404106
SP,market_place,1,1,4.437461341561982,4.437461341561982
SP,moveis_decoracao,2,3,6.342473469420088,5.243861180751978
SP,moveis_decoracao,1,2,4.0946778400122215,3.4015306594522756
SP,moveis_decoracao,1,1,3.9837853716550367,3.9837853716550367
SP,moveis_decoracao,1,2,4.814458191011861,4.121311010451915
SP,moveis_decoracao,5,6,5.928231839691119,4.136472370463063
SP,moveis_decoracao,1,1,3.5650154668915506,3.5650154668915506
SP,moveis_decoracao,1,2,3.7709201644501458,3.0777729838902004
SP,perfumaria,1,1,3.5700959181239695,3.5700959181239695
SP,pet_shop,1,1,4.760034896549007,4.760034896549007
SP,pet_shop,1,1,5.048508946524337,5.048508946524337
SP,relogios_presentes,5,5,5.938406538633336,4.328968626199236
SP,telefonia,9,10,6.233645727299329,3.931060634305284
SP,telefonia,21,23,6.747480887446856,3.611986671517706
SP,telefonia,7,8,5.697026370159193,3.6175848284793575
SP,telefonia,1,1,3.5751506887855933,3.5751506887855933
SP,telefonia_fixa,2,2,4.561113799791172,3.8679666192312263
SP,telefonia_fixa,1,1,3.3541057741283047,3.3541057741283047
SP,utilidades_domesticas,2,2,4.272769648736932,3.5796224681769866
SP,utilidades_domesticas,1,1,4.826712455935327,4.826712455935327
SP,utilidades_domesticas,1,1,5.268734064006362,5.268734064006362
SP,utilidades_domesticas,1,1,4.198404232146879,4.198404232146879
SP,utilidades_domesticas,1,1,4.616999937741668,4.616999937741668
SP,utilidades_domesticas,4,5,6.226082020495819,4.616644108061719
SP,utilidades_domesticas,1,1,3.609565647394211,3.609565647394211
SP,utilidades_domesticas,3,3,4.606469341719712,3.507857053051602
SP,malas_acessorios,1,1,5.616698367749088,5.616698367749088
SP,moveis_sala,1,1,5.035653057071544,5.035653057071544
SP,esporte_lazer,1,1,3.0378334495726262,3.0378334495726262
SP,esporte_lazer,1,1,4.02266952551521,4.02266952551521
SP,informatica_acessorios,1,1,3.6750340472918834,3.6750340472918834
SP,relogios_presentes,6,6,8.004091646371773,6.212332177143717
SP,Unknown,1,1,4.712229258281499,4.712229258281499
SP,Unknown,1,1,3.432372999130605,3.432372999130605
SP,brinquedos,1,1,4.71142030583075,4.71142030583075
SP,cool_stuff,1,1,4.1183865567023386,4.1183865567023386
SP,cama_mesa_banho,2,4,5.181895903530785,3.795601542410895
SP,esporte_lazer,1,1,5.15675380222625,5.15675380222625
SP,utilidades_domesticas,1,1,3.1363634032937364,3.1363634032937364
BA,telefonia,3,4,6.565771883786394,5.179477522666503
CE,alimentos,1,1,5.203896790928544,5.203896790928544
DF,beleza_saude,2,2,5.946833222962388,5.2536860424024425
DF,moveis_decoracao,1,1,5.298217361547703,5.298217361547703
ES,ferramentas_jardim,5,5,6.345285422063808,4.735847509629708
GO,cool_stuff,2,2,5.016816153171337,4.323668972611392
GO,esporte_lazer,1,1,4.375253750386453,4.375253750386453
MG,Unknown,1,1,6.928606376049584,6.928606376049584
MG,brinquedos,1,1,6.632331103925858,6.632331103925858
MG,cool_stuff,1,1,6.630999958219278,6.630999958219278
MG,consoles_games,1,2,3.686376323895818,2.9932291433358724
MG,utilidades_domesticas,4,4,4.879615031657852,3.4933206705379614
MG,utilidades_domesticas,1,1,4.1330843905380314,4.1330843905380314
MG,beleza_saude,2,3,5.1113249181041835,4.012712629436074
MG,cama_mesa_banho,2,2,5.163012974517138,4.469865793957193
MG,informatica_acessorios,2,2,6.427992180667964,5.7348450001080185
MG,informatica_acessorios,1,1,4.491889499529125,4.491889499529125
MG,informatica_acessorios,4,4,5.147145578746298,3.7608512176264073
MG,malas_acessorios,1,1,4.203198967134183,4.203198967134183
MG,papelaria,1,1,4.27763786893635,4.27763786893635
MG,utilidades_domesticas,1,1,3.4787755163075302,3.4787755163075302
MG,papelaria,1,1,4.324529928325356,4.324529928325356
MG,esporte_lazer,2,3,4.92768837327533,3.82907608460722
MG,informatica_acessorios,2,2,7.0951141272933596,6.401966946733414
MG,automotivo,1,2,6.795280628883225,6.102133448323279
MG,fashion_bolsas_e_acessorios,1,1,3.8701588013294472,3.8701588013294472
MG,cool_stuff,1,1,4.561427263040173,4.561427263040173
MG,esporte_lazer,1,1,4.876494191827055,4.876494191827055
MG,ferramentas_jardim,1,1,4.916471124038506,4.916471124038506
MG,informatica_acessorios,1,1,5.264708875374207,5.264708875374207
MG,informatica_acessorios,2,3,6.552536417298069,5.453924128629959
MG,automotivo,1,1,5.081714875777208,5.081714875777208
MG,utilidades_domesticas,1,1,5.052416828111211,5.052416828111211
MG,brinquedos,2,2,5.211233259640923,4.518086079080978
MG,moveis_decoracao,3,4,5.46077629424574,4.074481933125849
MG,Unknown,2,2,5.477509030333064,4.784361849773118
MG,consoles_games,1,1,5.014494504421976,5.014494504421976
MG,eletroportateis,1,1,3.9967317333551002,3.9967317333551002
MG,moveis_decoracao,1,1,4.874051628976154,4.874051628976154
MG,fashion_bolsas_e_acessorios,3,3,5.219977375096785,4.121365086428676
MG,pet_shop,1,1,4.215676847389626,4.215676847389626
MG,Unknown,2,2,5.181952075416771,4.488804894856826
MG,cama_mesa_banho,7,7,6.589504027363245,4.643593878307931
MG,moveis_decoracao,1,1,4.967936539563141,4.967936539563141
MG,ferramentas_jardim,1,1,4.78164132910387,4.78164132910387
MG,beleza_saude,1,1,4.182813210209709,4.182813210209709
MG,cool_stuff,1,1,4.389002248410307,4.389002248410307
MG,eletronicos,1,1,5.5466217135207465,5.5466217135207465
MG,papelaria,1,1,4.339640918177444,4.339640918177444
PB,telefonia,2,2,5.160261468052068,4.467114287492123
PE,informatica_acessorios,1,1,3.9259259105971376,3.9259259105971376
PR,moveis_decoracao,1,2,4.14059181338742,3.4474446328274753
PR,consoles_games,2,2,5.935476036899127,5.242328856339181
PR,Unknown,1,1,4.676280813446044,4.676280813446044
PR,bebes,1,1,4.530877581406236,4.530877581406236
PR,bebes,1,1,3.8907993689765195,3.8907993689765195
PR,cool_stuff,1,1,4.513383790357383,4.513383790357383
PR,dvds_blu_ray,1,1,6.057158650303345,6.057158650303345
PR,esporte_lazer,3,3,6.697614326301917,5.599002037633807
PR,fashion_calcados,1,1,3.8907993689765195,3.8907993689765195
PR,ferramentas_jardim,1,1,4.230331271421687,4.230331271421687
PR,livros_interesse_geral,1,1,5.137913845055013,5.137913845055013
PR,moveis_decoracao,1,1,5.778828102311668,5.778828102311668
PR,utilidades_domesticas,1,1,3.8310298462186143,3.8310298462186143
PR,moveis_decoracao,2,2,5.374027625782512,4.680880445222567
PR,climatizacao,4,4,5.721556902755365,4.335262541635475
PR,moveis_decoracao,1,1,5.272024724593113,5.272024724593113
PR,cool_stuff,1,1,5.784840051790853,5.784840051790853
PR,beleza_saude,1,1,3.028683373693677,3.028683373693677
PR,informatica_acessorios,3,4,5.974165782529653,4.587871421409762
PR,utilidades_domesticas,1,1,3.2965773325320527,3.2965773325320527
PR,ferramentas_jardim,1,1,7.7514710169369385,7.7514710169369385
PR,automotivo,1,1,5.060694493968993,5.060694493968993
PR,esporte_lazer,1,1,5.201696327943611,5.201696327943611
PR,Unknown,1,1,5.122713197501606,5.122713197501606
PR,esporte_lazer,1,1,4.020518601581445,4.020518601581445
PR,cool_stuff,1,1,4.778114580969449,4.778114580969449
PR,papelaria,1,1,3.560477739309412,3.560477739309412
PR,informatica_acessorios,2,2,6.006205365429481,5.3130581848695355
RJ,automotivo,1,1,3.5672766323546874,3.5672766323546874
RJ,alimentos,1,1,3.5698143469549963,3.5698143469549963
RJ,beleza_saude,1,1,4.5090997172373575,4.5090997172373575
RJ,perfumaria,12,13,8.16253335863369,5.597584001172153
RJ,esporte_lazer,1,1,4.74406218485471,4.74406218485471
RJ,beleza_saude,1,1,4.432600920636815,4.432600920636815
RJ,cool_stuff,1,1,7.614391077722638,7.614391077722638
RJ,cool_stuff,1,1,6.489660754473831,6.489660754473831
RJ,moveis_decoracao,1,2,4.673202596379919,3.9800554158199732
RJ,pet_shop,1,1,3.541249137109912,3.541249137109912
RJ,perfumaria,1,1,3.495294705041271,3.495294705041271
RS,informatica_acessorios,2,3,4.772378104971998,3.673765816303888
RS,esporte_lazer,2,2,5.029849513020061,4.336702332460115
RS,esporte_lazer,1,1,4.622125626637505,4.622125626637505
RS,cama_mesa_banho,2,2,4.792893792071041,4.099746611511096
RS,Unknown,2,3,4.988594163219376,3.8899818745512658
RS,automotivo,1,1,3.541538866215227,3.541538866215227
RS,informatica_acessorios,5,5,6.316388212083643,4.7069502996495425
RS,market_place,1,1,3.4294608469350147,3.4294608469350147
RS,perfumaria,1,1,4.393831680123644,4.393831680123644
RS,beleza_saude,1,1,4.839214111770589,4.839214111770589
SC,relogios_presentes,2,2,5.074673690192145,4.3815265096322
SC,utilidades_domesticas,1,1,5.363730505096269,5.363730505096269
SC,esporte_lazer,1,2,5.3106411162368685,4.617493935676923
SC,pet_shop,1,1,4.957234517369141,4.957234517369141
SC,cool_stuff,1,1,5.026114864944642,5.026114864944642
SC,esporte_lazer,1,1,4.369700984983244,4.369700984983244
SC,moveis_decoracao,1,1,4.72809553282539,4.72809553282539
SC,brinquedos,5,5,6.2840035555273435,4.674565643093244
SC,cama_mesa_banho,1,1,4.835329072196206,4.835329072196206
SC,moveis_decoracao,1,1,4.110053855927281,4.110053855927281
SC,utilidades_domesticas,1,1,5.227841252743712,5.227841252743712
SC,ferramentas_jardim,1,1,6.811024090022365,6.811024090022365
SC,beleza_saude,1,1,4.778282803696737,4.778282803696737
SC,esporte_lazer,1,1,4.377265317572172,4.377265317572172
SC,livros_interesse_geral,2,2,5.570936561322772,4.8777893807628265
SC,bebes,1,1,4.760377450290474,4.760377450290474
SC,utilidades_domesticas,1,1,5.260407793474816,5.260407793474816
SC,instrumentos_musicais,1,2,4.664193526437552,3.971046345877607
SC,esporte_lazer,1,1,4.904607889450726,4.904607889450726
SC,fashion_roupa_masculina,1,1,4.78164132910387,4.78164132910387
SC,fashion_bolsas_e_acessorios,1,1,5.070914758313443,5.070914758313443
SC,automotivo,2,2,6.550194228281027,5.857047047721082
SP,casa_conforto,1,1,3.9967317333551002,3.9967317333551002
SP,relogios_presentes,1,1,4.951734186176095,4.951734186176095
SP,automotivo,1,1,3.8865000481970604,3.8865000481970604
SP,instrumentos_musicais,1,1,5.8593892367381235,5.8593892367381235
SP,fashion_underwear_e_moda_praia,1,1,5.224832277285559,5.224832277285559
SP,automotivo,1,1,4.74371399543615,4.74371399543615
SP,fashion_bolsas_e_acessorios,3,3,5.508699840559633,4.410087551891523
SP,brinquedos,1,1,5.637215230384088,5.637215230384088
SP,brinquedos,2,2,4.931592086755803,4.238444906195857
SP,relogios_presentes,6,6,8.632236477383627,6.840477008155571
SP,moveis_decoracao,1,1,3.0846584827483925,3.0846584827483925
SP,eletronicos,2,2,4.84245330085602,4.149306120296075
SP,esporte_lazer,1,1,4.921148127594719,4.921148127594719
SP,beleza_saude,2,2,5.861811338881111,5.168664158321166
SP,automotivo,1,1,6.000647256682635,6.000647256682635
SP,beleza_saude,1,1,5.068400930946398,5.068400930946398
SP,moveis_decoracao,1,2,5.017677108885302,4.324529928325356
SP,papelaria,8,8,6.915862327876034,4.836420786196198
SP,automotivo,1,1,5.001056227649261,5.001056227649261
SP,esporte_lazer,1,1,4.755312844417811,4.755312844417811
SP,moveis_decoracao,1,2,4.953006181259619,4.259859000699674
SP,beleza_saude,1,1,4.847488716688342,4.847488716688342
SP,fashion_calcados,1,1,5.169062530690774,5.169062530690774
SP,telefonia,4,4,5.874031450215886,4.487737089095996
SP,esporte_lazer,1,1,5.013032418695977,5.013032418695977
SP,automotivo,5,7,7.127765927878502,5.181855778823189
SP,cool_stuff,1,1,4.356452383554451,4.356452383554451
SP,eletroportateis,1,1,6.8237865411949326,6.8237865411949326
SP,moveis_decoracao,2,2,5.685890021814613,4.9927428412546675
SP,utilidades_domesticas,1,1,3.7017956793804827,3.7017956793804827
SP,Unknown,1,1,5.318512073833556,5.318512073833556
SP,cama_mesa_banho,8,8,6.817458511000978,4.7380169693211425
SP,cama_mesa_banho,9,9,7.060107199153659,4.862882621817439
SP,cama_mesa_banho,5,5,6.730695852861838,5.121257940427737
SP,cama_mesa_banho,9,10,6.066293687728631,3.7637085947345854
SP,cama_mesa_banho,1,1,4.1661999993225285,4.1661999993225285
