product_category_name,seller_id,seller_state,seller_city,week_start,total_orders,total_items,total_sales,avg_order_value
cool_stuff,12b9676b00f60f3b700e83af21824c0e,RS,montenegro,2017-09-25 00:00:00.000,1,1,218.63,218.63
esporte_lazer,a35ef466c6fd6d052f5d241240d3c5e2,RS,novo hamburgo,2017-09-25 00:00:00.000,1,1,46.69,46.69
industria_comercio_e_negocios,52d76513f0c4d97f3b99570e2c94ee31,RS,novo hamburgo,2017-09-25 00:00:00.000,1,1,125.51,125.51
brinquedos,d98eec89afa3380e14463da2aabaea72,RS,porto alegre,2017-09-25 00:00:00.000,1,1,65.78,65.78
construcao_ferramentas_seguranca,06e5eefc71ec47ae763c5c6f8db7064f,RS,porto alegre,2017-09-25 00:00:00.000,1,1,403.14,403.14
fashion_bolsas_e_acessorios,d98eec89afa3380e14463da2aabaea72,RS,porto alegre,2017-09-25 00:00:00.000,3,3,144.89,48.29666666666666
informatica_acessorios,87142160b41353c4e5fca2360caf6f92,RS,porto alegre,2017-09-25 00:00:00.000,2,3,741.5,247.16666666666663
beleza_saude,94144541854e298c2d976cb893b81343,RS,viamao,2017-09-25 00:00:00.000,1,1,476.87,476.87
relogios_presentes,86ccac0b835037332a596a33b6949ee1,SC,blumenau,2017-09-25 00:00:00.000,5,5,644.14,128.828
utilidades_domesticas,8c16d1f32a54d92897cc437244442e1b,SC,blumenau,2017-09-25 00:00:00.000,1,1,38.59,38.59
esporte_lazer,7008613ea464bad5cb9b83456e1e6a8f,SC,canoinhas,2017-09-25 00:00:00.000,2,2,163.36,81.67999999999999
livros_interesse_geral,a2fa0bdc798ee84cdb08281337cf4fb6,SC,florianopolis,2017-09-25 00:00:00.000,1,4,251.68,62.92
instrumentos_musicais,0e982cff76cc0579f632cea8a0e38c9d,SC,itajai,2017-09-25 00:00:00.000,1,1,331.66,331.66
utilidades_domesticas,b8bc237ba3788b23da09c0f1f3a3288c,SC,itajai,2017-09-25 00:00:00.000,1,1,308.27,308.27
cool_stuff,8cbac7e12637ed9cffa18c7875207478,SC,jaragua do sul,2017-09-25 00:00:00.000,2,2,84.03,42.015
instrumentos_musicais,ce248b21cb2adc36282ede306b7660e5,SC,jaragua do sul,2017-09-25 00:00:00.000,1,1,63.01,63.01
bebes,a3a38f4affed601eb87a97788c949667,SC,joinville,2017-09-25 00:00:00.000,1,1,89.63000000000001,89.63000000000001
bebes,e5d4b2b0c3bca22085f7a19a28de0c42,SC,joinville,2017-09-25 00:00:00.000,1,1,48.79,48.79
brinquedos,a3a38f4affed601eb87a97788c949667,SC,joinville,2017-09-25 00:00:00.000,3,3,391.62,130.54
cama_mesa_banho,a3a38f4affed601eb87a97788c949667,SC,joinville,2017-09-25 00:00:00.000,1,1,144.1,144.1
cama_mesa_banho,1a3df491d1c4f1589fc2b934ada68bf2,SC,joinville,2017-09-25 00:00:00.000,3,3,469.73,156.57666666666668
cool_stuff,a3a38f4affed601eb87a97788c949667,SC,joinville,2017-09-25 00:00:00.000,1,2,179.26000000000002,89.63000000000001
esporte_lazer,a3a38f4affed601eb87a97788c949667,SC,joinville,2017-09-25 00:00:00.000,2,2,201.5,100.75
utilidades_domesticas,9de4643a8dbde634fe55621059d92273,SC,joinville,2017-09-25 00:00:00.000,2,2,771.51,385.755
ferramentas_jardim,eeb6de78f79159600292e314a77cbd18,SC,lages,2017-09-25 00:00:00.000,1,1,337.18,337.18
beleza_saude,57e632711dec9ec14ca7546769483e7e,SC,navegantes,2017-09-25 00:00:00.000,4,4,526.07,131.5175
bebes,aafe36600ce604f205b86b5084d3d767,SC,sao jose,2017-09-25 00:00:00.000,2,2,172.32,86.16
esporte_lazer,aaed1309374718fdd995ee4c58c9dfcd,SC,timbo,2017-09-25 00:00:00.000,4,4,354.07000000000005,88.51750000000001
automotivo,712e6ed8aa4aa1fa65dab41fed5737e4,SC,videira,2017-09-25 00:00:00.000,1,1,869.09,869.09
beleza_saude,7178f9f4dd81dcef02f62acdf8151e01,SC,videira,2017-09-25 00:00:00.000,2,2,217.57,108.785
eletrodomesticos,7178f9f4dd81dcef02f62acdf8151e01,SC,videira,2017-09-25 00:00:00.000,1,1,50.0,50.0
eletronicos,7178f9f4dd81dcef02f62acdf8151e01,SC,videira,2017-09-25 00:00:00.000,3,3,135.0,45.0
informatica_acessorios,7178f9f4dd81dcef02f62acdf8151e01,SC,videira,2017-09-25 00:00:00.000,1,1,46.69,46.69
pet_shop,baeda7047354773262ba2405f97038ba,SP,americana,2017-09-25 00:00:00.000,1,1,50.1,50.1
utilidades_domesticas,fffd5413c0700ac820c7069d66d98c89,SP,amparo,2017-09-25 00:00:00.000,1,1,381.0,381.0
informatica_acessorios,e48cc16ab70bfa09e1401740dce0b3d7,SP,aracatuba,2017-09-25 00:00:00.000,1,1,73.76,73.76
cool_stuff,834f3294fba9f932f56edc879193f925,SP,araraquara,2017-09-25 00:00:00.000,1,1,723.72,723.72
beleza_saude,31da954dc0855f2495c6310f70a2f931,SP,araras,2017-09-25 00:00:00.000,1,1,67.11,67.11
fashion_underwear_e_moda_praia,4bf2f4ee540798a61f9636d12cd9cc80,SP,assis,2017-09-25 00:00:00.000,1,1,199.03,199.03
moveis_decoracao,5d3bb11474a06bdc23fb9e89f1164ee0,SP,assis,2017-09-25 00:00:00.000,2,2,181.7,90.85
moveis_decoracao,1336efc61c316ddf92c899eb817f7cae,SP,assis,2017-09-25 00:00:00.000,1,1,39.85,39.85
pet_shop,1336efc61c316ddf92c899eb817f7cae,SP,assis,2017-09-25 00:00:00.000,1,1,117.83,117.83
automotivo,16090f2ca825584b5a147ab24aa30c86,SP,atibaia,2017-09-25 00:00:00.000,1,1,55.1,55.1
brinquedos,f615fe7efbef0f4f08fd3086bc7a3e60,SP,atibaia,2017-09-25 00:00:00.000,1,1,146.66000000000005,146.66000000000005
consoles_games,16090f2ca825584b5a147ab24aa30c86,SP,atibaia,2017-09-25 00:00:00.000,1,1,329.98,329.98
brinquedos,dd533b429f380718b70ad9922c294bae,SP,barretos,2017-09-25 00:00:00.000,1,1,39.5,39.5
brinquedos,8f119a0aee85c0c8fc534629734e94fd,SP,barueri,2017-09-25 00:00:00.000,2,2,114.44,57.22
relogios_presentes,7e93a43ef30c4f03f38b393420bc753a,SP,barueri,2017-09-25 00:00:00.000,4,4,3224.71,806.1775
cool_stuff,10076e5788b8ee532724bcd460baf762,SP,batatais,2017-09-25 00:00:00.000,1,1,35.85,35.85
esporte_lazer,6a0cbc8af2e8abd1bdfb777943d174c6,SP,batatais,2017-09-25 00:00:00.000,1,1,131.44,131.44
automotivo,6a8b085f816a1f75f92dbac6eb545f8f,SP,bebedouro,2017-09-25 00:00:00.000,1,1,33.69,33.69
eletronicos,582d4f8675b945722eda7c0cb61ba4c7,SP,bertioga,2017-09-25 00:00:00.000,2,3,131.70000000000002,43.900000000000006
beleza_saude,e24fc9fcd865784fb25705606fe3dfe7,SP,braganca paulista,2017-09-25 00:00:00.000,2,2,361.18,180.59
cama_mesa_banho,fc38b5dceee1a730fad8853453437fbd,SP,campinas,2017-09-25 00:00:00.000,1,1,35.19,35.19
esporte_lazer,412a4720f3e9431b4afa1476a1acddbe,SP,campinas,2017-09-25 00:00:00.000,1,1,85.52,85.52
ferramentas_jardim,bc302730ea8cf49b5c74f579febb5bbf,SP,campinas,2017-09-25 00:00:00.000,1,1,546.03,546.03
ferramentas_jardim,1127b7f2594683f2510f1c2c834a486b,SP,campinas,2017-09-25 00:00:00.000,1,1,102.26,102.26
market_place,27a56ff04b34c2ba34ce6ba4d3b9d616,SP,campinas,2017-09-25 00:00:00.000,1,1,75.07,75.07
perfumaria,fe2032dab1a61af8794248c8196565c9,SP,campinas,2017-09-25 00:00:00.000,1,1,276.57,276.57
brinquedos,3d871de0142ce09b7081e2b9d1733cb1,SP,campo limpo paulista,2017-09-25 00:00:00.000,8,8,425.99,53.24875
papelaria,3d871de0142ce09b7081e2b9d1733cb1,SP,campo limpo paulista,2017-09-25 00:00:00.000,13,14,1431.5100000000002,102.2507142857143
relogios_presentes,3d871de0142ce09b7081e2b9d1733cb1,SP,campo limpo paulista,2017-09-25 00:00:00.000,3,3,108.5,36.16666666666666
cool_stuff,23d7c96d4a1160db1c726b248601b25a,SP,capivari,2017-09-25 00:00:00.000,2,2,317.95,158.975
eletroportateis,23d7c96d4a1160db1c726b248601b25a,SP,capivari,2017-09-25 00:00:00.000,1,1,537.79,537.79
consoles_games,43f8c9950d11ecd03a0304a49e010da6,SP,carapicuiba,2017-09-25 00:00:00.000,3,3,519.9000000000001,173.30000000000004
ferramentas_jardim,f680f85bee2d253556ac91be391d2c82,SP,carapicuiba,2017-09-25 00:00:00.000,1,1,67.59,67.59
moveis_decoracao,51702dc2a3e106c76dbff722b5bf0726,SP,conchal,2017-09-25 00:00:00.000,1,1,201.84,201.84
automotivo,04aa0a1c5ce6b222003403a3e11c3cc0,SP,cosmopolis,2017-09-25 00:00:00.000,2,5,1908.86,381.772
esporte_lazer,33ac3e28642ab8bda860a2f693000e78,SP,cotia,2017-09-25 00:00:00.000,1,1,98.81,98.81
cama_mesa_banho,cce6ab8d1682639fe45ab70234f1665f,SP,curitiba,2017-09-25 00:00:00.000,3,3,184.24,61.41333333333333
fashion_bolsas_e_acessorios,e5475dcab1e07b63d7f6e902d8f5eda8,SP,diadema,2017-09-25 00:00:00.000,1,1,63.1,63.1
consoles_games,37515688008a7a40ac93e3b2e4ab203f,SP,dracena,2017-09-25 00:00:00.000,6,7,235.25,33.607142857142854
beleza_saude,b56906f7fd1696e043f1bcce164c487b,SP,echapora,2017-09-25 00:00:00.000,1,1,82.48,82.48
beleza_saude,7e1fb0a3ebfb01ffb3a7dae98bf3238d,SP,franca,2017-09-25 00:00:00.000,1,1,175.87,175.87
brinquedos,86bb7c4b535e49a541baf3266b1c95b1,SP,franca,2017-09-25 00:00:00.000,1,1,297.62,297.62
moveis_decoracao,002100f778ceb8431b7a1020ff7ab48f,SP,franca,2017-09-25 00:00:00.000,1,1,25.75,25.75
relogios_presentes,ececbfcff9804a2d6b40f589df8eef2b,SP,franca,2017-09-25 00:00:00.000,1,1,96.57,96.57
telefonia,7202e2ba20579a9bd1acb29e61fe71f6,SP,franca,2017-09-25 00:00:00.000,1,1,190.87,190.87
esporte_lazer,c3867b4666c7d76867627c2f7fb22e21,SP,guara,2017-09-25 00:00:00.000,5,5,478.7000000000001,95.74
relogios_presentes,4869f7a5dfa277a7dca6462dcf3b52b2,SP,guariba,2017-09-25 00:00:00.000,22,22,4124.54,187.4790909090909
automotivo,cee48807215b30a12ca2ca10ffb5f250,SP,guaruja,2017-09-25 00:00:00.000,1,1,233.75,233.75
automotivo,8581055ce74af1daba164fdbd55a40de,SP,guarulhos,2017-09-25 00:00:00.000,5,5,767.61,153.522
consoles_games,f41ce2e25237f9092cd8e6e7516c7a2f,SP,guarulhos,2017-09-25 00:00:00.000,1,1,105.39,105.39
moveis_decoracao,6edacfd9f9074789dad6d62ba7950b9c,SP,guarulhos,2017-09-25 00:00:00.000,1,1,96.7,96.7
bebes,2d50d6282f8aa2257819a77bfaa0efe0,SP,ibitinga,2017-09-25 00:00:00.000,1,1,50.1,50.1
cama_mesa_banho,a3e9a2c700480d9bb01fba070ba80a0e,SP,ibitinga,2017-09-25 00:00:00.000,1,1,82.7,82.7
cama_mesa_banho,dc4a0fc896dc34b0d5bfec8438291c80,SP,ibitinga,2017-09-25 00:00:00.000,6,6,888.94,148.15666666666667
cama_mesa_banho,2d50d6282f8aa2257819a77bfaa0efe0,SP,ibitinga,2017-09-25 00:00:00.000,2,2,126.8,63.4
cama_mesa_banho,d2374cbcbb3ca4ab1086534108cc3ab7,SP,ibitinga,2017-09-25 00:00:00.000,3,4,196.35,49.0875
cama_mesa_banho,4a3ca9315b744ce9f8e9374361493884,SP,ibitinga,2017-09-25 00:00:00.000,13,16,3017.6900000000005,188.60562500000003
cama_mesa_banho,cca3071e3e9bb7d12640c9fbe2301306,SP,ibitinga,2017-09-25 00:00:00.000,11,14,1772.46,126.60428571428572
cama_mesa_banho,1900267e848ceeba8fa32d80c1a5f5a8,SP,ibitinga,2017-09-25 00:00:00.000,1,1,86.73,86.73
cama_mesa_banho,d1c281d3ae149232351cd8c8cc885f0d,SP,ibitinga,2017-09-25 00:00:00.000,4,4,710.4,177.6
cama_mesa_banho,1835b56ce799e6a4dc4eddc053f04066,SP,ibitinga,2017-09-25 00:00:00.000,6,6,411.30000000000007,68.55000000000001
cama_mesa_banho,004c9cd9d87a3c30c522c48c4fc07416,SP,ibitinga,2017-09-25 00:00:00.000,1,1,129.41,129.41
cama_mesa_banho,b39d7fe263ef469605dbb32608aee0af,SP,ibitinga,2017-09-25 00:00:00.000,1,1,164.10000000000002,164.10000000000002
cama_mesa_banho,3b15288545f8928d3e65a8f949a28291,SP,ibitinga,2017-09-25 00:00:00.000,1,1,125.53,125.53
casa_conforto,4a3ca9315b744ce9f8e9374361493884,SP,ibitinga,2017-09-25 00:00:00.000,2,2,215.56,107.78
moveis_decoracao,4a3ca9315b744ce9f8e9374361493884,SP,ibitinga,2017-09-25 00:00:00.000,5,5,424.95,84.99
moveis_decoracao,cca3071e3e9bb7d12640c9fbe2301306,SP,ibitinga,2017-09-25 00:00:00.000,9,10,695.14,69.514
moveis_decoracao,d20b021d3efdf267a402c402a48ea64b,SP,ibitinga,2017-09-25 00:00:00.000,2,3,123.2,41.06666666666667
utilidades_domesticas,dc4a0fc896dc34b0d5bfec8438291c80,SP,ibitinga,2017-09-25 00:00:00.000,2,3,332.38,110.79333333333334
utilidades_domesticas,9baf5cb77970f539089d09a38bcec5c3,SP,indaiatuba,2017-09-25 00:00:00.000,1,1,382.16,382.16
brinquedos,0bae85eb84b9fb3bd773911e89288d54,SP,itajai,2017-09-25 00:00:00.000,2,3,164.89,54.96333333333333
esporte_lazer,c9c7905cffc4ef9ff9f113554423e671,SP,itapecerica da serra,2017-09-25 00:00:00.000,1,1,187.96,187.96
moveis_escritorio,7c67e1448b00f6e969d365cea6b010ab,SP,itaquaquecetuba,2017-09-25 00:00:00.000,5,8,1454.66,181.8325
bebes,855668e0971d4dfd7bef1b6a4133b41b,SP,itatiba,2017-09-25 00:00:00.000,12,13,1139.73,87.67153846153846
esporte_lazer,70eea00b476a314817cefde4aad4f89a,SP,itatiba,2017-09-25 00:00:00.000,1,1,213.96,213.96
informatica_acessorios,ec8879960bd2221d5c32f8e12f7da711,SP,itatiba,2017-09-25 00:00:00.000,2,2,328.28000000000003,164.14
utilidades_domesticas,70eea00b476a314817cefde4aad4f89a,SP,itatiba,2017-09-25 00:00:00.000,1,1,251.28,251.28
beleza_saude,70a12e78e608ac31179aea7f8422044b,SP,jacarei,2017-09-25 00:00:00.000,1,1,131.14,131.14
construcao_ferramentas_construcao,8648b1e89e9b349e32d3741b30ec737e,SP,jacarei,2017-09-25 00:00:00.000,1,2,90.0,45.0
moveis_decoracao,3df020b72d3d44b3af9d110fa3940b65,SP,jales,2017-09-25 00:00:00.000,1,1,67.82,67.82
esporte_lazer,4d6d651bd7684af3fffabd5f08d12e5a,SP,jau,2017-09-25 00:00:00.000,2,2,172.04000000000002,86.02000000000001
utilidades_domesticas,813348c996469b40f2e028d5429d3495,SP,jundiai,2017-09-25 00:00:00.000,1,1,28.62,28.62
bebes,7aa4334be125fcdd2ba64b3180029f14,SP,laranjal paulista,2017-09-25 00:00:00.000,1,1,133.76,133.76
brinquedos,7aa4334be125fcdd2ba64b3180029f14,SP,laranjal paulista,2017-09-25 00:00:00.000,12,13,836.8300000000002,64.37153846153848
beleza_saude,ebd2d60905fb58271facef5596b620d3,SP,lencois paulista,2017-09-25 00:00:00.000,1,1,139.72,139.72
esporte_lazer,b499c00f28f4b7069ff6550af8c1348a,SP,limeira,2017-09-25 00:00:00.000,1,1,125.53,125.53
fashion_bolsas_e_acessorios,e5a3438891c0bfdb9394643f95273d8e,SP,limeira,2017-09-25 00:00:00.000,1,1,28.41,28.41
pet_shop,729f06993dac8e860d4f02d7088ca48a,SP,limeira,2017-09-25 00:00:00.000,1,1,161.54000000000002,161.54000000000002
utilidades_domesticas,729f06993dac8e860d4f02d7088ca48a,SP,limeira,2017-09-25 00:00:00.000,1,1,422.16,422.16
utilidades_domesticas,0adac9fbd9a2b63cccaac4f8756c1ca8,SP,louveira,2017-09-25 00:00:00.000,1,1,218.55,218.55
cool_stuff,3504c0cb71d7fa48d967e0e4c94d59d9,SP,maua,2017-09-25 00:00:00.000,2,2,126.13,63.065
eletrodomesticos,ffeee66ac5d5a62fe688b9d26f83f534,SP,mirassol,2017-09-25 00:00:00.000,1,1,150.87,150.87
ferramentas_jardim,05feb94f19d094d4b0f9281f0b1d4c99,SP,mogi das cruzes,2017-09-25 00:00:00.000,1,1,1755.21,1755.21
livros_tecnicos,4ba52dfeba874da5b9ee7b17c7494f04,SP,mogi das cruzes,2017-09-25 00:00:00.000,1,1,125.39,125.39
malas_acessorios,d1b65fc7debc3361ea86b5f14c68d2e2,SP,mogi guacu,2017-09-25 00:00:00.000,1,1,118.25,118.25
moveis_escritorio,17a053fcb14bd219540cbde0df490be0,SP,mogi guacu,2017-09-25 00:00:00.000,3,3,835.1700000000001,278.39000000000004
papelaria,d1b65fc7debc3361ea86b5f14c68d2e2,SP,mogi guacu,2017-09-25 00:00:00.000,1,1,221.79,221.79
perfumaria,74c7dec0a384d8a05950e629bd23bde9,SP,mogi guacu,2017-09-25 00:00:00.000,2,2,127.19,63.595
automotivo,080199a181c46c657dc5aa235411be3b,SP,osasco,2017-09-25 00:00:00.000,2,2,377.88,188.94
beleza_saude,093805f8f2aeb63881444571e1f48f30,SP,osasco,2017-09-25 00:00:00.000,1,1,48.62,48.62
casa_conforto,2528513dd95219a6013d4d05176e391a,SP,osasco,2017-09-25 00:00:00.000,2,2,465.59,232.795
eletronicos,3a734b715d333a2588a3d54a0c9b8746,SP,osasco,2017-09-25 00:00:00.000,1,1,54.11,54.11
moveis_decoracao,53e4c6e0f4312d4d2107a8c9cddf45cd,SP,pedreira,2017-09-25 00:00:00.000,1,1,72.28,72.28
utilidades_domesticas,53e4c6e0f4312d4d2107a8c9cddf45cd,SP,pedreira,2017-09-25 00:00:00.000,11,15,974.4,64.96000000000001
automotivo,7142540dd4c91e2237acb7e911c4eba2,SP,penapolis,2017-09-25 00:00:00.000,1,1,86.15,86.15
fashion_calcados,7142540dd4c91e2237acb7e911c4eba2,SP,penapolis,2017-09-25 00:00:00.000,2,2,207.47000000000003,103.735
beleza_saude,da8622b14eb17ae2831f4ac5b9dab84a,SP,piracicaba,2017-09-25 00:00:00.000,1,1,45.0,45.0
cama_mesa_banho,da8622b14eb17ae2831f4ac5b9dab84a,SP,piracicaba,2017-09-25 00:00:00.000,7,9,952.53,105.83666666666667
casa_construcao,48162d548f5b1b11b9d29d1e01f75a61,SP,piracicaba,2017-09-25 00:00:00.000,1,1,107.4,107.4
ferramentas_jardim,48162d548f5b1b11b9d29d1e01f75a61,SP,piracicaba,2017-09-25 00:00:00.000,1,2,64.57,32.285
pet_shop,f45122a9ab94eb4f3f8953578bc0c560,SP,piracicaba,2017-09-25 00:00:00.000,2,2,125.5,62.75
cama_mesa_banho,259f7b5e6e482c230e5bfaa670b6bb8f,SP,poa,2017-09-25 00:00:00.000,2,3,207.5,69.16666666666667
moveis_decoracao,23613d49c3ac2bd302259e55c06c050c,SP,porto ferreira,2017-09-25 00:00:00.000,1,1,66.74,66.74
bebidas,e9779976487b77c6d4ac45f75ec7afe9,SP,praia grande,2017-09-25 00:00:00.000,1,1,44.85,44.85
beleza_saude,e9779976487b77c6d4ac45f75ec7afe9,SP,praia grande,2017-09-25 00:00:00.000,2,2,221.07,110.535
esporte_lazer,e9779976487b77c6d4ac45f75ec7afe9,SP,praia grande,2017-09-25 00:00:00.000,5,5,617.62,123.524
moveis_decoracao,6c7d50c24b3ccd2fd83b44d8bb34e073,SP,presidente prudente,2017-09-25 00:00:00.000,2,2,268.33000000000004,134.16500000000002
automotivo,35857757f553273b1056c1cabdace7fb,SP,ribeirao preto,2017-09-25 00:00:00.000,1,1,70.91,70.91
bebes,cd68562d3f44870c08922d380acae552,SP,ribeirao preto,2017-09-25 00:00:00.000,1,1,166.61,166.61
beleza_saude,431af27f296bc6519d890aa5a05fdb11,SP,ribeirao preto,2017-09-25 00:00:00.000,1,1,96.22,96.22
brinquedos,cd68562d3f44870c08922d380acae552,SP,ribeirao preto,2017-09-25 00:00:00.000,1,1,105.38,105.38
esporte_lazer,218d46b86c1881d022bce9c68a7d4b15,SP,ribeirao preto,2017-09-25 00:00:00.000,5,5,808.48,161.696
informatica_acessorios,791cfcfe22fe4a771ece27f90017da92,SP,ribeirao preto,2017-09-25 00:00:00.000,1,1,337.77,337.77
informatica_acessorios,897060da8b9a21f655304d50fd935913,SP,ribeirao preto,2017-09-25 00:00:00.000,5,12,1669.62,139.135
sinalizacao_e_seguranca,cd68562d3f44870c08922d380acae552,SP,ribeirao preto,2017-09-25 00:00:00.000,2,2,259.87,129.935
consoles_games,17e34d8224d27a541263c4c64b11a56b,SP,riberao preto,2017-09-25 00:00:00.000,1,1,287.38,287.38
perfumaria,17e34d8224d27a541263c4c64b11a56b,SP,riberao preto,2017-09-25 00:00:00.000,3,3,665.0,221.66666666666663
brinquedos,f8db351d8c4c4c22c6835c19a46f01b0,SP,salto,2017-09-25 00:00:00.000,1,1,117.85,117.85
ferramentas_jardim,f8db351d8c4c4c22c6835c19a46f01b0,SP,salto,2017-09-25 00:00:00.000,1,3,96.0,32.0
pet_shop,f8db351d8c4c4c22c6835c19a46f01b0,SP,salto,2017-09-25 00:00:00.000,1,1,38.0,38.0
utilidades_domesticas,f8db351d8c4c4c22c6835c19a46f01b0,SP,salto,2017-09-25 00:00:00.000,2,2,94.19,47.095
esporte_lazer,54a1852d1b8f10312c55e906355666ee,SP,santa barbara d'oeste,2017-09-25 00:00:00.000,1,1,69.33,69.33
moveis_decoracao,30a2f535bb48308f991d0b9ad4a8c4bb,SP,santa barbara d'oeste,2017-09-25 00:00:00.000,2,3,238.84,79.61333333333333
bebes,5dceca129747e92ff8ef7a997dc4f8ca,SP,santa barbara d´oeste,2017-09-25 00:00:00.000,1,1,413.59,413.59
cama_mesa_banho,5dceca129747e92ff8ef7a997dc4f8ca,SP,santa barbara d´oeste,2017-09-25 00:00:00.000,1,1,57.77,57.77
esporte_lazer,5d9dc90a686a8fddacffab6bab5653a3,SP,santana de parnaiba,2017-09-25 00:00:00.000,1,1,41.72,41.72
telefonia,1ca7077d890b907f89be8c954a02686a,SP,santana de parnaiba,2017-09-25 00:00:00.000,1,1,60.1,60.1
beleza_saude,cc419e0650a3c5ba77189a1882b7556a,SP,santo andre,2017-09-25 00:00:00.000,20,20,1571.66,78.583
brinquedos,6288c69c4ce638e59925e59193f98b16,SP,santo andre,2017-09-25 00:00:00.000,1,1,222.66,222.66
cama_mesa_banho,41b39e28db005d9731d9d485a83b4c38,SP,santo andre,2017-09-25 00:00:00.000,1,1,72.68,72.68
casa_construcao,02ecc2a19303f05e59ce133fd923fff7,SP,santo andre,2017-09-25 00:00:00.000,1,1,262.07,262.07
eletroportateis,0015a82c2db000af6aaaf3ae2ecb0532,SP,santo andre,2017-09-25 00:00:00.000,1,1,916.02,916.02
perfumaria,058fd0aa2bfdb2274e05e1ae971dabb6,SP,santo andre,2017-09-25 00:00:00.000,1,1,171.29,171.29
perfumaria,cc419e0650a3c5ba77189a1882b7556a,SP,santo andre,2017-09-25 00:00:00.000,15,15,1189.74,79.316
telefonia,cc419e0650a3c5ba77189a1882b7556a,SP,santo andre,2017-09-25 00:00:00.000,2,3,44.34,14.78
automotivo,13f57c12a00ed4610db646b913a7f5c6,SP,santos,2017-09-25 00:00:00.000,1,1,46.17,46.17
beleza_saude,6ec1a01e866584bb679eb9b098345919,SP,santos,2017-09-25 00:00:00.000,1,1,90.75,90.75
casa_conforto,520b493b57809f446cb0a233bb3e25c7,SP,santos,2017-09-25 00:00:00.000,1,2,90.22,45.11
tablets_impressao_imagem,0db783cfcd3b73998abc6e10e59a102f,SP,santos,2017-09-25 00:00:00.000,1,1,114.44,114.44
beleza_saude,f7ba60f8c3f99e7ee4042fdef03b70c4,SP,sao bernardo do campo,2017-09-25 00:00:00.000,5,5,1719.87,343.974
brinquedos,5160d23075764e18e07c1f4a87fad743,SP,sao bernardo do campo,2017-09-25 00:00:00.000,2,2,149.44,74.72
cama_mesa_banho,4200ddf1967c5e41e48db62bc6d4b5ac,SP,sao bernardo do campo,2017-09-25 00:00:00.000,1,2,61.99,30.995
cool_stuff,f5a590cf36251cf1162ea35bef76fe84,SP,sao bernardo do campo,2017-09-25 00:00:00.000,2,2,1692.91,846.455
instrumentos_musicais,f5a590cf36251cf1162ea35bef76fe84,SP,sao bernardo do campo,2017-09-25 00:00:00.000,1,1,950.01,950.01
utilidades_domesticas,7722b1df1b0e383e000397b2c11e3e19,SP,sao bernardo do campo,2017-09-25 00:00:00.000,1,1,105.29,105.29
esporte_lazer,6d803cb79cc31c41c4c789a75933b3c7,SP,sao joaquim da barra,2017-09-25 00:00:00.000,2,2,261.0,130.5
alimentos,cbd996ad3c1b7dc71fd0e5f5df9087e2,SP,sao jose do rio preto,2017-09-25 00:00:00.000,3,3,219.39,73.13
bebes,ad781527c93d00d89a11eecd9dcad7c1,SP,sao jose do rio preto,2017-09-25 00:00:00.000,3,3,617.55,205.85
fashion_bolsas_e_acessorios,b372ee768ed69e46ca8cdbd267aa7a38,SP,sao jose do rio preto,2017-09-25 00:00:00.000,1,1,46.85,46.85
ferramentas_jardim,1f50f920176fa81dab994f9023523100,SP,sao jose do rio preto,2017-09-25 00:00:00.000,22,34,2625.65,77.225
moveis_decoracao,575df70bde3f9f2b30bf8d2e9910d725,SP,sao jose do rio preto,2017-09-25 00:00:00.000,1,1,26.58,26.58
beleza_saude,8b28d096634035667e8263d57ba3368c,SP,sao jose dos campos,2017-09-25 00:00:00.000,3,3,175.81,58.60333333333333
esporte_lazer,638cba8be1fb599bbb76fd6948351eb3,SP,sao jose dos campos,2017-09-25 00:00:00.000,1,2,74.18,37.09
esporte_lazer,8b28d096634035667e8263d57ba3368c,SP,sao jose dos campos,2017-09-25 00:00:00.000,1,1,31.75,31.75
informatica_acessorios,8b28d096634035667e8263d57ba3368c,SP,sao jose dos campos,2017-09-25 00:00:00.000,1,1,84.05,84.05
informatica_acessorios,9c0e69c7bf2619675bbadf47b43f655a,SP,sao jose dos campos,2017-09-25 00:00:00.000,1,1,198.33,198.33
Unknown,38e6dada03429a47197d5d584d793b41,SP,sao paulo,2017-09-25 00:00:00.000,2,2,49.01,24.505
Unknown,c24173065483e421f9e5e7f599de101d,SP,sao paulo,2017-09-25 00:00:00.000,1,1,62.91,62.91
audio,b2ba3715d723d245138f291a6fe42594,SP,sao paulo,2017-09-25 00:00:00.000,2,2,248.27,124.135
audio,7040e82f899a04d1b434b795a43b4617,SP,sao paulo,2017-09-25 00:00:00.000,1,1,27.68,27.68
automotivo,8ff38bc3969e67c36c48343a07090f66,SP,sao paulo,2017-09-25 00:00:00.000,1,4,1916.96,479.24
automotivo,7ddcbb64b5bc1ef36ca8c151f6ec77df,SP,sao paulo,2017-09-25 00:00:00.000,2,2,73.85999999999999,36.92999999999999
automotivo,f1c1ac3f3efc07e659c035008e615e66,SP,sao paulo,2017-09-25 00:00:00.000,1,4,270.36,67.59
bebes,7a67c85e85bb2ce8582c35f2203ad736,SP,sao paulo,2017-09-25 00:00:00.000,1,1,25.33,25.33
bebes,c6bda72e4dbf5c5866b13cb1810c6d03,SP,sao paulo,2017-09-25 00:00:00.000,1,1,119.48,119.48
